snapshot_date,split_id,protocol,seed,subject,partition,ch,mean_contact,rank_mean_contact,dead_flag
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,test,76,0.52771401,8,0
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,test,77,0.51561903,11,0
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,test,78,0.52312275,9,0
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,test,79,0.49931482,13,0
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,test,8,0.02473670,90,0
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,test,80,0.41681942,23,0
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,test,81,0.27473933,39,0
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,test,82,0.13153071,56,0
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,test,83,0.02321213,92,0
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,test,84,0.00365548,111,0
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,test,85,0.03756068,82,0
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,test,86,0.12930868,57,0
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,test,87,0.23926049,42,0
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,test,88,0.37422238,27,0
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,test,89,0.50846578,12,0
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,test,9,0.03691229,83,0
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,test,90,0.55514589,2,0
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,test,91,0.51778148,10,0
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,test,92,0.53090686,7,0
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,test,93,0.44915798,19,0
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,test,94,0.28322790,37,0
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,test,95,0.12072198,59,0
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,test,96,0.02029615,94,0
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,test,97,0.00347674,112,0
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,test,98,0.00315430,113,0
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,test,99,0.01474809,97,0
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,train,0,0.00000000,122,1
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,train,1,0.03567327,85,0
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,train,10,0.02922479,88,0
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,train,100,0.01407106,98,0
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,train,101,0.02973321,87,0
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,train,102,0.08236344,68,0
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,train,103,0.13297098,55,0
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,train,104,0.23537846,43,0
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,train,105,0.39365687,26,0
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,train,106,0.53641577,6,0
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,train,107,0.53964916,5,0
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,train,108,0.55897995,1,0
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,train,109,0.45778682,17,0
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,train,11,0.01867973,93,0
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,train,110,0.27798301,38,0
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,train,111,0.06461642,71,0
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,train,112,0.00846019,103,0
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,train,113,0.00412951,109,0
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,train,114,0.00505856,107,0
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,train,115,0.00802493,104,0
